0,0,1,8.07,0,0,17,137.13,64,516.25,582,4694.68,27,217.79,4,32.27,145.2,5461
0,0,10,55.52,19,105.48,72,399.71,226,1254.65,721,4002.66,63,349.75,2,11.1,560.71,5618.16
0,0,9,29.18,10,32.42,44,142.64,233,755.34,1215,3938.79,48,155.61,6,19.45,204.23,4869.19
1,6.69,2,13.38,24,160.6,25,167.29,149,997.06,357,2388.92,45,301.12,1,6.69,347.97,3693.79
8,8.59,42,45.1,243,260.94,540,579.87,1368,1469.01,4316,4634.68,889,954.64,31,33.29,894.51,7091.62
2,14.57,20,145.72,3,21.86,132,961.75,217,1581.06,975,7103.83,55,400.73,8,58.29,1143.9,9143.9
7,25.12,24,86.13,121,434.25,50,179.44,197,707.01,797,2860.32,238,854.15,0,0,724.95,4421.48
0,0,2,17.4,9,78.28,160,1391.67,213,1852.66,297,2583.28,32,278.33,1,8.7,1487.34,4722.97
21,13.75,7,4.58,163,106.72,862,564.37,1720,1126.13,6246,4089.41,1040,680.91,80,52.38,689.42,5948.83
0,0,3,14.98,3,14.98,4,19.97,128,639.11,314,1567.81,17,84.88,nan,nan,49.93,nan
0,0,0,0,0,0,2,16.72,34,284.28,68,568.56,8,66.89,0,0,16.72,919.73
1,4.92,14,68.92,6,29.54,111,546.45,213,1048.59,882,4342.05,76,374.14,0,0,649.83,5764.78
0,0,4,28.91,7,50.6,37,267.46,161,1163.8,502,3628.74,51,368.66,13,93.97,346.97,5255.17
6,36.77,3,18.38,73,447.33,207,1268.46,628,3848.28,1125,6893.8,102,625.04,10,61.28,1770.94,11428.4
1,4.04,4,16.15,29,117.11,117,472.5,279,1126.73,554,2237.3,256,1033.84,15,60.58,609.81,4458.44
16,35.96,34,76.4,66,148.31,133,298.88,1745,3921.35,2631,5912.36,186,417.98,57,128.09,559.55,10379.78
1,3.54,1,3.54,24,85.06,32,113.41,153,542.25,586,2076.84,54,191.38,0,0,205.56,2810.46
8,8.85,43,47.57,39,43.14,373,412.63,842,931.46,3333,3687.11,174,192.49,nan,nan,512.19,nan
0,0,7,25.08,22,78.84,176,630.69,206,738.19,990,3547.62,89,318.93,19,68.09,734.61,4672.83
19,27.27,nan,nan,423,607.12,1420,2038.09,1470,2109.86,1964,2818.88,874,1254.43,60,86.12,nan,6269.29
9,16.22,37,66.7,160,288.42,304,547.99,646,1164.49,1974,3558.36,254,457.86,26,46.87,919.33,5227.58
2,12.52,7,43.81,22,137.7,78,488.2,164,1026.48,980,6133.82,54,337.99,9,56.33,682.23,7554.61
2,2.92,9,13.15,28,40.9,51,74.5,415,606.2,1214,1773.32,98,143.15,14,20.45,131.47,2543.13
0,0,5,20.8,22,91.5,164,682.11,412,1713.6,874,3635.15,139,578.13,3,12.48,794.41,5939.36
1,7.38,1,7.38,3,22.15,52,383.99,302,2230.1,324,2392.56,56,413.53,8,59.08,420.91,5095.26
1,1.55,nan,nan,116,180.07,243,377.21,625,970.18,2235,3469.37,264,409.8,13,20.18,nan,4869.53
0,0,nan,nan,2,12.1,16,96.82,120,726.17,369,2232.98,40,242.06,1,6.05,nan,3207.26
1,4.65,9,41.81,2,9.29,8,37.16,134,622.47,502,2331.96,35,162.59,1,4.65,92.91,3121.66
1,3,8,24.03,281,843.97,72,216.25,472,1417.63,1755,5271.06,221,663.76,14,42.05,1087.25,7394.5
0,0,2,13.97,14,97.77,18,125.71,62,432.99,186,1298.97,31,216.5,0,0,237.45,1948.46
1,2.88,16,46.03,37,106.44,20,57.53,587,1688.58,1533,4409.86,103,296.29,3,8.63,212.87,6403.36
45,13.89,357,110.19,1594,492.02,1195,368.86,5502,1698.29,15251,4707.51,4517,1394.26,357,110.19,984.96,7910.25
439,28.7,785,51.31,11531,753.74,6821,445.86,15117,988.14,39181,2561.1,23785,1554.73,2282,149.17,1279.6,5253.14
1,1.17,11,12.82,27,31.46,181,210.9,479,558.12,1467,1709.31,248,288.96,0,0,256.34,2556.39
0,0,10,31.02,24,74.45,12,37.23,293,908.95,948,2940.9,78,241.97,0,0,142.7,4091.83
3,4.47,45,67,107,159.32,351,522.63,560,833.83,2316,3448.48,184,273.97,50,74.45,753.42,4630.73
2,8.76,0,0,14,61.34,12,52.58,169,740.51,435,1906.06,12,52.58,5,21.91,122.69,2721.06
8,26.85,15,50.34,134,449.74,394,1322.37,568,1906.36,1221,4098,137,459.81,3,10.07,1849.3,6474.24
5,4.32,33,28.5,137,118.34,481,415.48,nan,nan,5181,4475.25,761,657.34,93,80.33,566.64,nan
2,7.89,nan,nan,25,98.58,30,118.29,124,488.94,523,2062.22,113,445.57,4,15.77,nan,3012.5
0,0,2,14.83,1,7.42,4,29.66,50,370.81,386,2862.65,15,111.24,4,29.66,51.91,3374.37
0,0,3,7.91,20,52.76,13,34.3,200,527.63,1030,2717.32,70,184.67,26,68.59,94.97,3498.22
0,0,23,102.18,4,17.77,68,302.1,155,688.61,835,3709.63,24,106.62,14,62.2,422.05,4567.06
0,0,15,37.91,38,96.04,126,318.45,324,818.86,968,2446.48,36,90.98,13,32.86,452.4,3389.19
2,18.94,5,47.34,18,170.42,18,170.42,65,615.41,200,1893.58,121,1145.62,9,85.21,407.12,3739.82
14,8.14,102,59.32,596,346.59,2200,1279.37,2817,1638.17,6027,3504.88,1609,935.68,173,100.6,1693.42,6179.34
1,7.46,1,7.46,17,126.74,43,320.58,150,1118.32,606,4518,42,313.13,1,7.46,462.24,5956.91
4,4.65,nan,nan,65,75.59,103,119.79,715,831.52,3658,4254.13,417,484.96,nan,nan,nan,nan
1,4.61,3,13.82,12,55.27,9,41.45,102,469.79,276,1271.19,89,409.91,2,9.21,115.14,2160.1
0,0,4,13.68,3,10.26,16,54.72,144,492.44,784,2681.08,110,376.17,1,3.42,78.65,3553.11
1,7.88,8,63.04,5,39.4,111,874.7,94,740.74,489,3853.43,21,165.48,1,7.88,985.03,4767.53
0,0,13,14.89,28,32.06,74,84.74,676,774.07,2454,2810,110,125.96,5,5.73,131.68,3715.75
0,0,nan,nan,9,16.62,24,44.33,220,406.32,1050,1939.24,24,44.33,3,5.54,nan,2395.42
0,0,nan,nan,3,12.92,61,262.61,157,675.91,618,2660.58,47,202.34,9,38.75,nan,3577.58
4,26.23,11,72.14,15,98.37,143,937.77,289,1895.21,458,3003.48,53,347.56,7,45.9,1134.5,5292.15
44,9.78,314,69.78,894,198.68,3111,691.36,7363,1636.29,32076,7128.3,5143,1142.94,162,36,969.6,9943.53
1,4.19,5,20.94,10,41.87,44,184.24,266,1113.81,557,2332.3,46,192.61,7,29.31,251.24,3668.03
1,8.19,7,57.36,9,73.75,97,794.82,214,1753.52,451,3695.51,30,245.82,5,40.97,934.12,5735.82
0,0,31,148.32,14,66.98,34,162.67,171,818.14,701,3353.91,70,334.91,9,43.06,377.97,4550.02
0,0,6,53.92,0,0,93,835.73,105,943.57,101,907.62,18,161.75,3,26.96,889.65,2039.9
1,5.74,1,5.74,2,11.49,3,17.23,62,356.12,176,1010.91,47,269.96,3,17.23,40.21,1654.22
0,0,nan,nan,43,236.86,50,275.42,256,1410.16,1203,6626.64,103,567.37,7,38.56,nan,8642.72
0,0,19,51.17,56,150.83,98,263.95,414,1115.06,1188,3199.74,262,705.67,16,43.09,465.96,5063.56
1,8.83,1,8.83,3,26.48,12,105.91,75,661.96,180,1588.7,10,88.26,0,0,150.04,2338.92
0,0,0,0,3,24.78,3,24.78,12,99.12,93,768.21,18,148.69,2,16.52,49.56,1032.55
2,4.67,22,51.39,29,67.74,723,1688.82,609,1422.53,666,1555.67,128,298.99,0,0,1812.62,3277.2
0,0,2,11.23,5,28.07,16,89.83,50,280.71,246,1381.09,75,421.06,2,11.23,129.13,2094.09
58,12.65,479,104.44,2305,502.59,5603,1221.7,7845,1710.56,27016,5890.68,8459,1844.43,604,131.7,1841.38,9577.37
0,0,10,31.06,55,170.84,32,99.4,141,437.98,1067,3314.39,86,267.14,6,18.64,301.31,4038.14
12,8.64,30,21.6,430,309.54,390,280.75,1582,1138.83,4096,2948.59,1704,1226.66,54,38.87,620.53,5352.95
0,0,2,11.57,3,17.35,28,161.92,126,728.66,399,2307.43,46,266.02,0,0,190.84,3302.11
3,4.4,15,22.02,106,155.59,371,544.58,513,753.02,1876,2753.72,453,664.94,2,2.94,726.59,4174.62
0,0,0,0,7,52.19,3,22.37,79,589.02,307,2288.99,38,283.33,3,22.37,74.56,3183.72
0,0,nan,nan,2,15.21,7,53.23,46,349.81,201,1528.52,5,38.02,6,45.63,nan,1961.98
0,0,2,17,1,8.5,37,314.47,151,1283.36,277,2354.24,12,101.99,0,0,339.96,3739.59
0,0,19,37.7,14,27.78,28,55.55,234,464.26,2202,4368.79,195,386.88,14,27.78,121.02,5247.7
22,18.39,130,108.69,1238,1035.08,1154,964.85,3417,2856.93,7719,6453.8,1873,1566,134,112.04,2127.02,10988.76
0,0,4,36.38,34,309.2,51,463.81,142,1291.38,440,4001.46,144,1309.57,2,18.19,809.39,6620.59
0,0,nan,nan,78,313.81,38,152.88,215,864.98,1039,4180.08,317,1275.35,1,4.02,nan,6324.43
3,14.58,2,9.72,6,29.15,30,145.76,59,286.66,498,2419.59,58,281.8,1,4.86,199.2,2992.91
0,0,5,47.14,15,141.42,142,1338.74,82,773.07,465,4383.9,16,150.84,1,9.43,1527.29,5317.24
1,3.04,1,3.04,9,27.38,17,51.71,177,538.42,622,1892.07,43,130.8,3,9.13,85.17,2570.42
5,7.71,21,32.38,150,231.3,296,456.44,975,1503.47,1620,2498.07,616,949.88,16,24.67,727.83,4976.1
1,4.68,9,42.11,23,107.61,134,626.93,601,2811.83,794,3714.79,142,664.36,16,74.86,781.32,7265.84
0,0,0,0,6,33.89,59,333.24,111,626.94,542,3061.28,28,158.15,7,39.54,367.13,3885.91
5,8.82,19,33.52,7,12.35,57,100.56,479,845.07,2625,4631.1,112,197.59,10,17.64,155.25,5691.4
3,23.46,41,320.61,70,547.39,95,742.88,301,2353.77,2481,19401,288,2252.11,14,109.48,1634.34,24116.36
0,0,1,3.81,16,60.9,49,186.52,120,456.78,490,1865.17,61,232.2,2,7.61,251.23,2561.76
3,8.61,5,14.35,51,146.36,69,198.01,309,886.76,1521,4364.92,222,637.09,16,45.92,367.33,5934.68
0,0,3,16.99,18,101.92,78,441.65,170,962.57,500,2831.1,74,419,1,5.66,560.56,4218.33
9,6.63,137,100.91,790,581.91,1754,1292,3970,2924.3,10701,7882.35,2065,1521.08,30,22.1,1981.45,12349.83
0,0,0,0,4,33.55,6,50.33,97,813.69,487,4085.23,16,134.22,1,8.39,83.89,5041.52
0,0,2,13.29,2,13.29,2,13.29,108,717.66,787,5229.58,35,232.57,3,19.93,39.87,6199.75
0,0,nan,nan,2,19.08,21,200.38,57,543.89,310,2958.02,16,152.67,2,19.08,nan,3673.66
0,0,0,0,0,0,13,60.9,95,445.03,340,1592.73,44,206.12,0,0,60.9,2243.88
0,0,0,0,1,5.42,12,64.99,81,438.67,150,812.35,16,86.65,2,10.83,70.4,1348.5
1,4.66,9,41.98,0,0,42,195.9,157,732.28,1182,5513.06,31,144.59,10,46.64,242.54,6436.57
2,4.65,29,67.42,32,74.4,184,427.78,483,1122.92,1020,2371.38,298,692.81,47,109.27,574.24,4296.38
0,0,7,21.47,42,128.85,45,138.05,258,791.48,748,2294.69,175,536.86,8,24.54,288.37,3647.57
6,8.49,59,83.45,208,294.21,786,1111.77,963,1362.13,4048,5725.76,457,646.41,6,8.49,1497.92,7742.79
0,0,nan,nan,39,112.22,69,198.54,372,1070.38,1126,3239.91,167,480.52,5,14.39,nan,4805.2
0,0,28,119.98,38,162.83,93,398.51,383,1641.17,1227,5257.75,59,252.82,21,89.99,681.32,7241.72
0,0,2,16.18,1,8.09,21,169.92,73,590.66,190,1537.34,24,194.19,1,8.09,194.19,2330.29
0,0,8,35.33,7,30.91,27,119.24,147,649.18,718,3170.82,29,128.07,7,30.91,185.48,3978.98
1076,31.04,1773,51.15,38415,1108.27,42437,1224.31,50232,1449.19,119092,3435.8,59764,1724.19,5119,147.68,2414.77,6756.86
0,0,5,37.76,33,249.24,39,294.56,168,1268.88,276,2084.59,242,1827.79,1,7.55,581.57,5188.82
0,0,0,0,16,98.5,16,98.5,20,123.12,231,1422.06,57,350.9,29,178.53,197,2074.61
1,3.6,17,61.22,15,54.02,43,154.85,347,1249.64,1403,5052.58,100,360.13,29,104.44,273.7,6766.78
0,0,nan,nan,22,93.43,94,399.2,200,849.37,737,3129.91,56,237.82,13,55.21,nan,4272.31
0,0,5,23.62,2,9.45,44,207.85,88,415.7,322,1521.09,21,99.2,9,42.51,240.92,2078.51
6,18.55,9,27.82,121,374.07,215,664.67,218,673.94,844,2609.21,85,262.78,21,64.92,1085.11,3610.84
0,0,16,42.82,15,40.14,78,208.73,210,561.96,776,2076.59,69,184.65,14,37.46,291.69,2860.66
1,1.34,30,40.15,108,144.55,300,401.52,571,764.22,3532,4727.17,166,222.17,30,40.15,587.55,5753.71
0,0,1,8.34,2,16.68,75,625.47,133,1109.17,934,7789.18,38,316.9,0,0,650.49,9215.24
0,0,4,21.17,29,153.46,55,291.04,118,624.4,653,3455.39,55,291.04,6,31.75,465.66,4402.58
0,0,0,0,13,99.36,16,122.29,74,565.58,593,4532.25,41,313.36,0,0,221.64,5411.19
3,9.03,12,36.13,18,54.2,39,117.43,347,1044.87,820,2469.14,66,198.74,37,111.41,216.8,3824.15
13,6.63,112,57.16,354,180.65,1079,550.63,2699,1377.35,10965,5595.64,730,372.53,74,37.76,795.08,7383.29
1,7.09,10,70.93,9,63.84,31,219.89,120,851.18,924,6554.12,35,248.26,0,0,361.75,7653.57
1,5.84,28,163.47,20,116.76,41,239.36,198,1155.93,1234,7204.16,42,245.2,27,157.63,525.42,8762.92
5,11.66,22,51.31,179,417.46,421,981.86,810,1889.08,1620,3778.16,170,396.47,2,4.66,1462.29,6068.38
0,0,1,5.97,0,0,14,83.64,63,376.37,120,716.89,9,53.77,1,5.97,89.61,1153
2,1.83,nan,nan,129,117.89,336,307.06,1101,1006.18,4032,3684.75,260,237.61,35,31.99,nan,4960.52
0,0,40,133.72,7,23.4,21,70.2,255,852.44,602,2012.44,102,340.98,31,103.63,227.32,3309.49
4,28.26,20,141.32,140,989.26,211,1490.96,537,3794.52,1416,10005.65,293,2070.38,7,49.46,2649.8,15920.01
0,0,0,0,0,0,6,46.52,4,31.01,89,690.08,10,77.54,1,7.75,46.52,806.39
1,6.78,1,6.78,5,33.92,4,27.13,23,156.02,646,4382.04,36,244.2,0,0,74.62,4782.25
1,1.77,23,40.64,287,507.07,182,321.55,900,1590.11,1171,2068.9,538,950.53,7,12.37,871.02,4621.91
1,3.38,1,3.38,17,57.39,36,121.54,111,374.75,526,1775.83,64,216.07,6,20.26,185.69,2386.9
48,34.55,nan,nan,1039,747.84,2507,1804.45,4024,2896.34,7701,5542.92,2307,1660.5,338,243.28,nan,10343.04
5,12.05,18,43.39,311,749.76,289,696.72,797,1921.41,1959,4722.76,337,812.44,19,45.81,1501.93,7502.41
5,15.87,14,44.43,78,247.56,360,1142.6,296,939.47,856,2716.86,98,311.04,4,12.7,1450.47,3980.07
4,15.4,11,42.35,194,746.87,400,1539.94,367,1412.9,388,1493.74,294,1131.86,37,142.44,2344.56,4180.94
1,4.63,8,37.07,2,9.27,3,13.9,85,393.92,397,1839.84,22,101.96,0,0,64.88,2335.71
0,0,9,23.81,14,37.04,26,68.79,333,881,884,2338.75,92,243.4,0,0,129.64,3463.15
2,5.91,16,47.24,49,144.68,50,147.63,528,1558.99,1396,4121.88,86,253.93,nan,nan,345.46,nan
0,0,5,32.6,6,39.12,30,195.61,52,339.05,218,1421.4,32,208.65,6,39.12,267.33,2008.22
0,0,5,40.23,7,56.32,8,64.37,104,836.82,249,2003.54,39,313.81,0,0,160.93,3154.17
0,0,1,3.22,4,12.88,20,64.4,46,148.12,293,943.46,44,141.68,1,3.22,80.5,1236.48
1,4.94,2,9.87,10,49.37,68,335.69,99,488.72,501,2473.22,31,153.03,4,19.75,399.86,3134.72
0,0,1,7.67,1,7.67,7,53.66,65,498.31,139,1065.62,16,122.66,1,7.67,69,1694.27
28,70.83,53,134.07,538,1360.92,1309,3311.24,958,2423.35,1494,3779.22,953,2410.71,62,156.83,4877.06,8770.11
1,9.1,7,63.69,12,109.19,81,737.03,266,2420.38,706,6424.02,31,282.07,7,63.69,919.02,9190.17
43,14.83,247,85.21,2965,1022.83,6124,2112.58,8987,3100.23,18534,6393.64,8473,2922.91,214,73.82,3235.45,12490.6
317,30.42,1000,95.96,7420,712.03,9439,905.78,20975,2012.79,54183,5199.46,17465,1675.96,1324,127.05,1744.19,9015.27
0,0,6,32.78,4,21.86,4,21.86,109,595.56,580,3169.05,43,234.95,0,0,76.49,3999.56
2,3.44,45,77.51,44,75.78,106,182.57,6898,11881.02,3179,5475.46,261,449.54,31,53.39,339.31,17859.42
1,3.56,9,32,32,113.76,185,657.68,565,2008.6,1296,4607.34,185,657.68,19,67.55,807,7341.18
4,10.13,7,17.73,305,772.48,52,131.7,406,1028.29,1450,3672.47,469,1187.85,1,2.53,932.05,5891.14
0,0,5,33.58,3,20.15,27,181.32,91,611.11,527,3539.05,28,188.03,6,40.29,235.04,4378.48
6,7.66,42,53.59,555,708.13,334,426.16,1521,1940.67,3362,4289.63,585,746.41,52,66.35,1195.53,7043.06
0,0,1,4.94,38,187.67,223,1101.34,291,1437.18,1519,7501.98,32,158.04,4,19.76,1293.95,9116.95
52,58.83,82,92.77,977,1105.38,1752,1982.21,2153,2435.91,3786,4283.48,1460,1651.85,112,126.72,3239.2,8497.95
2,4.86,20,48.56,43,104.4,85,206.38,258,626.41,1003,2435.23,659,1600.02,8,19.42,364.19,4681.09
0,0,6,11.57,37,71.37,50,96.44,205,395.4,1055,2034.87,108,208.31,11,21.22,179.38,2659.8
0,0,4,28.91,0,0,2,14.46,72,520.42,344,2486.45,29,209.61,6,43.37,43.37,3259.85
0,0,0,0,5,35.15,18,126.54,157,1103.69,677,4759.23,141,991.21,0,0,161.69,6854.13
8,32.2,39,156.97,84,338.1,681,2740.99,590,2374.72,1846,7430.07,131,527.27,nan,nan,3268.26,nan
0,0,0,0,5,42.25,15,126.74,68,574.57,241,2036.33,10,84.5,4,33.8,168.99,2729.19
0,0,2,5.11,12,30.64,56,143,456,1164.45,1562,3988.76,202,515.83,16,40.86,178.75,5709.91
0,0,10,66.14,3,19.84,22,145.5,162,1071.43,428,2830.69,15,99.21,4,26.46,231.48,4027.78
0,0,4,12.91,10,32.27,18,58.09,200,645.49,383,1236.12,81,261.43,2,6.45,103.28,2149.5
3,4.56,20,30.4,25,38,86,130.73,675,1026.05,3352,5095.31,171,259.93,41,62.32,203.69,6443.62
5,5.05,30,30.33,184,186.01,225,227.45,1250,1263.62,4918,4971.59,975,985.63,26,26.28,448.84,7247.12
0,0,3,24.85,18,149.09,22,182.22,143,1184.46,279,2310.94,101,836.58,17,140.81,356.17,4472.79
0,0,2,12.01,82,492.26,28,168.09,224,1344.7,498,2989.55,496,2977.55,0,0,672.35,7311.8
0,0,6,44.94,16,119.84,109,816.42,106,793.95,769,5759.87,75,561.76,9,67.41,981.2,7182.98
0,0,7,44.38,2,12.68,21,133.15,69,437.48,328,2079.63,23,145.83,2,12.68,190.21,2675.63
1,4.47,9,40.21,27,120.63,63,281.46,102,455.7,631,2819.1,32,142.97,12,53.61,446.77,3471.38
0,0,1,5.29,1,5.29,4,21.17,31,164.04,229,1211.77,8,42.33,1,5.29,31.75,1423.43
2,3.82,18,34.42,199,380.52,235,449.36,899,1719.03,1353,2587.15,263,502.9,18,34.42,868.12,4843.49
3,3.56,13,15.43,32,37.99,142,168.58,687,815.59,1539,1827.05,220,261.18,35,41.55,225.56,2945.37
126,28.9,200,45.87,3717,852.46,3073,704.76,6780,1554.92,14108,3235.53,7626,1748.95,243,55.73,1631.98,6595.13
6,7.08,nan,nan,53,62.51,221,260.67,859,1013.2,3266,3852.28,268,316.11,14,16.51,nan,5198.1
3,18.67,12,74.69,70,435.68,143,890.02,454,2825.67,937,5831.83,41,255.18,7,43.57,1419.06,8956.25
1,1.07,28,29.99,237,253.84,219,234.56,1552,1662.29,3099,3319.23,1334,1428.8,23,24.63,519.47,6434.96
0,0,4,10.27,14,35.93,16,41.06,538,1380.69,589,1511.57,106,272.03,4,10.27,87.26,3174.56
1,1.06,18,19.14,42,44.67,216,229.72,689,732.78,2976,3165.08,258,274.39,4,4.25,294.6,4176.5
0,0,1,7.6,1,7.6,5,38,70,531.96,173,1314.69,16,121.59,0,0,53.2,1968.23
2,8.08,nan,nan,15,60.59,92,371.64,278,1123.01,481,1943.04,91,367.6,9,36.36,nan,3470.01
0,0,8,19.63,55,134.95,52,127.59,190,466.18,1408,3454.62,218,534.88,10,24.54,282.16,4480.21
8,17.5,17,37.19,164,358.76,249,544.7,754,1649.42,1988,4348.87,160,350.01,3,6.56,958.15,6354.87
80,17.16,515,110.46,1724,369.77,4161,892.47,10000,2144.85,29316,6287.86,5539,1188.04,420,90.08,1389.87,9710.83
0,0,3,25.49,8,67.98,135,1147.18,155,1317.13,437,3713.46,28,237.93,6,50.99,1240.65,5319.51
0,0,8,38.55,10,48.19,122,587.92,389,1874.61,961,4631.1,41,197.58,22,106.02,674.67,6809.31
0,0,2,18.94,1,9.47,14,132.6,67,634.59,374,3542.34,14,132.6,2,18.94,161.02,4328.47
3,13.67,3,13.67,19,86.6,48,218.78,214,975.39,552,2515.95,145,660.89,9,41.02,332.73,4193.25
0,0,43,99.97,63,146.46,161,374.29,366,850.87,1573,3656.86,137,318.49,6,13.95,620.71,4840.17
1,1.72,45,77.26,25,42.92,187,321.04,481,825.78,2912,4999.31,142,243.79,nan,nan,442.93,nan
1,6.22,2,12.43,16,99.45,41,254.85,140,870.21,378,2349.58,128,795.62,12,74.59,372.95,4090
1,2.65,nan,nan,4,10.61,20,53.04,143,379.21,733,1943.78,31,82.21,0,0,nan,2405.2
0,0,3,22.02,10,73.42,67,491.89,195,1431.61,409,3002.72,73,535.94,1,7.34,587.33,4977.61
2,12.05,0,0,24,144.54,9,54.2,123,740.79,424,2553.6,86,517.95,0,0,210.79,3812.33
0,0,10,41.02,26,106.66,86,352.79,353,1448.09,1865,7650.65,81,332.28,8,32.82,500.47,9463.84
0,0,0,0,0,0,14,75.72,46,248.8,170,919.47,9,48.68,0,0,75.72,1216.94
1,1.96,34,66.73,17,33.37,124,243.39,349,685.01,1640,3218.97,90,176.65,10,19.63,345.45,4100.26
1,7.63,11,83.97,18,137.4,191,1458.02,461,3519.08,598,4564.89,76,580.15,13,99.24,1687.02,8763.36
4,6.03,29,43.69,86,129.57,143,215.45,473,712.65,2127,3204.66,165,248.6,21,31.64,394.74,4197.55
0,0,5,27.45,16,87.85,41,225.13,148,812.65,753,4134.64,43,236.11,7,38.44,340.43,5221.83
0,0,nan,nan,10,25.13,46,115.61,110,276.47,945,2375.09,32,80.43,6,15.08,nan,2747.06
3,15.34,15,76.69,55,281.19,nan,nan,448,2290.39,1179,6027.61,104,531.7,8,40.9,nan,8890.59
5,7.61,31,47.15,436,663.2,479,728.61,961,1461.77,1628,2476.35,922,1402.45,27,41.07,1446.56,5381.64
0,0,6,19.87,40,132.45,36,119.21,241,798.01,671,2221.85,132,437.09,23,76.16,271.52,3533.11
1,5.93,8,47.43,35,207.51,89,527.66,309,1831.98,727,4310.19,56,332.01,0,0,788.52,6474.18
0,0,20,170.98,9,76.94,17,145.34,118,1008.81,410,3505.17,23,196.63,1,8.55,393.26,4719.16
3,11.99,21,83.96,42,167.92,380,1519.27,552,2206.94,1725,6896.69,140,559.73,14,55.97,1783.14,9719.33
0,0,5,27.52,5,27.52,4,22.01,84,462.3,282,1552.01,23,126.58,0,0,77.05,2140.89
0,0,9,25.31,33,92.8,56,157.48,411,1155.76,1100,3093.28,162,455.56,9,25.31,275.58,4729.9
0,0,4,22.79,0,0,9,51.29,69,393.21,661,3766.81,27,153.86,6,34.19,74.08,4348.07
0,0,11,29.57,13,34.95,125,336.04,217,583.36,712,1914.08,4,10.75,1,2.69,400.56,2510.89
4,7.69,15,28.84,201,386.45,486,934.4,972,1868.8,2358,4533.57,422,811.35,6,11.54,1357.38,7225.26
0,0,1,6.26,1,6.26,7,43.79,49,306.56,296,1851.85,13,81.33,0,0,56.31,2239.74
0,0,nan,nan,2,12.67,32,202.75,98,620.92,653,4137.36,13,82.37,2,12.67,nan,4853.32
0,0,4,28.67,10,71.67,41,293.86,87,623.57,321,2300.75,27,193.52,7,50.17,394.21,3168
7,16.26,19,44.13,78,181.16,88,204.39,495,1149.69,1222,2838.23,119,276.39,10,23.23,445.94,4287.54
0,0,0,0,16,104.43,64,417.7,288,1879.65,636,4150.89,47,306.75,4,26.11,522.13,6363.4
0,0,2,12.89,4,25.78,9,58.01,34,219.16,363,2339.82,7,45.12,0,0,96.69,2604.1
1,2.69,10,26.92,34,91.52,64,172.28,273,734.88,810,2180.41,184,495.3,18,48.45,293.41,3459.04
0,0,0,0,2,15.9,7,55.64,21,166.93,127,1009.54,32,254.37,1,7.95,71.54,1438.79
